"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Altersdurchschnitt","Deutsche","2015","22 Aubing - Lochhausen - Langwied","43.8","1447538","33042","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","23 Allach - Untermenzing","43.2","1088501","25194","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","24 Feldmoching - Hasenbergl","42.8","1795521","41991","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","25 Laim","43.8","1778895","40615","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","Stadt München","42.2","46323517","1097309","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","01 Altstadt - Lehel","42.1","650534","15435","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","02 Ludwigsvorstadt - Isarvorstadt","38.7","1409419","36399","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","03 Maxvorstadt","38.7","1505715","38904","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","04 Schwabing - West","41.5","2161587","52135","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","05 Au - Haidhausen","39.8","1852397","46531","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","06 Sendling","40.5","1198776","29612","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","07 Sendling - Westpark","43","1767078","41131","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","08 Schwanthalerhöhe","37.4","742029","19853","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","09 Neuhausen - Nymphenburg","41.6","3088832","74212","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","10 Moosach","42.8","1585626","37051","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","11 Milbertshofen - Am Hart","40.5","1838445","45414","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","12 Schwabing - Freimann","41.3","2156968","52194","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","13 Bogenhausen","44.1","2896533","65614","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","14 Berg am Laim","42.3","1306727","30881","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","15 Trudering - Riem","40.2","2181159","54316","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","16 Ramersdorf - Perlach","43.8","3305982","75400","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","17 Obergiesing - Fasangarten","41","1512101","36885","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","18 Untergiesing - Harlaching","43.7","1776551","40613","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.1","3143728","69635","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","20 Hadern","44.6","1664717","37287","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","21 Pasing - Obermenzing","43.1","2464603","57126","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","22 Aubing - Lochhausen - Langwied","44","1446194","32863","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","23 Allach - Untermenzing","43.1","1088473","25237","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","24 Feldmoching - Hasenbergl","42.9","1796395","41915","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2014","25 Laim","43.8","1782932","40665","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","Stadt München","42.2","46109674","1092161","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","01 Altstadt - Lehel","42.2","649187","15369","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","02 Ludwigsvorstadt - Isarvorstadt","38.7","1403073","36274","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","03 Maxvorstadt","38.7","1498980","38764","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","04 Schwabing - West","41.6","2152376","51777","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","05 Au - Haidhausen","39.8","1835002","46123","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","06 Sendling","40.4","1194632","29567","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","07 Sendling - Westpark","43.1","1763616","40960","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","08 Schwanthalerhöhe","37.4","735395","19689","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","09 Neuhausen - Nymphenburg","41.6","3070329","73823","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","10 Moosach","43","1577932","36732","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","11 Milbertshofen - Am Hart","40.6","1840138","45374","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","12 Schwabing - Freimann","41.3","2146707","51989","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","13 Bogenhausen","44.2","2874447","65012","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","14 Berg am Laim","42.4","1300002","30635","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","15 Trudering - Riem","40","2158491","53986","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","16 Ramersdorf - Perlach","43.9","3304049","75298","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","17 Obergiesing - Fasangarten","41.1","1497418","36452","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","18 Untergiesing - Harlaching","43.7","1771911","40537","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.2","3126741","69148","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","20 Hadern","44.6","1658771","37230","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","21 Pasing - Obermenzing","43","2449541","56961","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","22 Aubing - Lochhausen - Langwied","43.9","1442674","32870","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","23 Allach - Untermenzing","43.1","1081774","25084","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","24 Feldmoching - Hasenbergl","42.9","1795562","41869","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2013","25 Laim","43.8","1780926","40638","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","Stadt München","42.2","45852332","1085658","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","01 Altstadt - Lehel","42.3","647511","15319","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","02 Ludwigsvorstadt - Isarvorstadt","38.6","1392637","36053","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","03 Maxvorstadt","38.7","1495246","38652","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","04 Schwabing - West","41.6","2133610","51306","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","05 Au - Haidhausen","39.8","1824108","45832","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","06 Sendling","40.4","1190345","29479","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","07 Sendling - Westpark","43.2","1757726","40723","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","08 Schwanthalerhöhe","37.4","731972","19588","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","09 Neuhausen - Nymphenburg","41.7","3050141","73131","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","10 Moosach","43.1","1561333","36215","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","11 Milbertshofen - Am Hart","40.6","1838534","45309","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","12 Schwabing - Freimann","41.1","2134281","51925","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","13 Bogenhausen","44.2","2856607","64650","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","14 Berg am Laim","42.6","1294877","30377","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","15 Trudering - Riem","39.8","2124159","53403","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","16 Ramersdorf - Perlach","43.8","3305160","75386","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","17 Obergiesing - Fasangarten","41.2","1493763","36274","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","18 Untergiesing - Harlaching","43.8","1774505","40531","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.3","3099997","68376","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","20 Hadern","44.5","1648751","37035","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","21 Pasing - Obermenzing","43","2425690","56413","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","22 Aubing - Lochhausen - Langwied","44","1420884","32310","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","23 Allach - Untermenzing","43","1075358","24997","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","24 Feldmoching - Hasenbergl","43","1790821","41689","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2012","25 Laim","43.9","1784249","40684","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","Stadt München","42.3","45486549","1076006","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","01 Altstadt - Lehel","42.2","647711","15351","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","02 Ludwigsvorstadt - Isarvorstadt","38.7","1377444","35617","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","03 Maxvorstadt","38.8","1478319","38142","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","04 Schwabing - West","41.7","2116189","50762","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","05 Au - Haidhausen","40","1795345","44874","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","06 Sendling","40.4","1183866","29324","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","07 Sendling - Westpark","43.3","1749445","40364","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","08 Schwanthalerhöhe","37.5","714726","19075","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","09 Neuhausen - Nymphenburg","41.8","3018532","72291","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2011","10 Moosach","43.1","1548870","35966","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
